,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms
12038,Surabhi Layout,1760.0,3.0,3.0,90.0,1,3
12039,Hennur,1830.0,2.0,3.0,113.0,1,3
12040,Yelahanka,1175.0,2.0,1.0,67.77,0,2
12041,Whitefield,1175.0,2.0,1.0,41.0,1,2
12042,Horamavu Banaswadi,1025.0,2.0,2.0,45.0,1,2
12043,Hennur Road,1232.0,2.0,1.0,80.0,0,2
12044,5th Phase JP Nagar,1010.0,2.0,2.0,57.0,1,2
12045,Sarjapur  Road,1273.0,2.0,2.0,60.0,1,2
12046,Battarahalli,1590.0,2.0,2.0,102.0,0,2
12047,Air View Colony,1100.0,2.0,1.0,58.5,1,2
12048,Electronic City Phase II,1252.0,2.0,1.0,65.0,1,3
12049,1st Phase JP Nagar,2615.0,5.0,3.0,222.0,1,4
12051,Yelahanka,1322.0,2.0,1.0,77.9,1,2
12052,7th Phase JP Nagar,1000.0,1.0,1.0,60.0,1,1
12053,Harlur,1755.0,3.0,2.0,117.0,1,3
12054,Electronic City Phase II,1135.0,2.0,2.0,46.0,1,2
12055,Rajaji Nagar,1200.0,10.0,2.0,180.0,1,8
12056,Electronic City,1200.0,4.0,1.0,125.0,1,4
12057,Nagavarapalya,1260.0,2.0,2.0,85.5,1,2
12058,Hoodi,3250.0,5.0,2.0,395.0,1,5
12059,Ambedkar Nagar,3500.0,4.0,2.0,550.0,1,4
12060,Manjunath Nagar,1200.0,6.0,2.0,110.0,1,5
12061,Kanakpura Road,1100.0,2.0,1.0,53.0,0,3
12062,Electronic City Phase II,1305.0,3.0,1.0,65.0,1,3
12063,Ayappa Nagar,1236.0,2.0,1.0,50.0,1,2
12064,Uttarahalli,1125.0,1.0,2.0,45.0,1,2
12065,KR Puram,1075.0,2.0,2.0,32.25,0,2
12066,BEML Layout,2000.0,3.0,2.0,85.0,1,3
12067,Kadugondanahalli,772.0,5.0,1.0,60.0,1,8
12068,Thanisandra,2999.97,6.0,0.0,110.0,1,6
12069,Kadugodi,1150.0,2.0,2.0,42.0,1,2
12070,9th Block Jayanagar,1440.0,4.0,1.0,240.0,1,4
12071,Hennur Road,1085.0,2.0,1.0,43.4,1,2
12072,Hebbal Kempapura,1785.0,3.0,0.0,165.0,1,3
12073,Malleshwaram,2475.0,4.0,3.0,300.0,1,3
12074,Thanisandra,1930.0,4.0,2.0,120.0,1,3
12075,4th Phase JP Nagar,600.0,4.0,1.0,70.0,1,2
12076,Kadugondanahalli,800.0,1.0,0.0,45.0,1,2
12077,Kumaraswami Layout,2450.0,3.0,2.0,110.0,1,4
12078,akshaya nagar t c palya,1200.0,4.0,0.0,120.0,0,4
12079,Bannerghatta Road,1920.0,3.0,3.0,122.0,1,3
12080,Kothannur,1085.0,2.0,2.0,34.2,0,2
12081,Thanisandra,760.0,1.0,2.0,50.4,1,1
12082,Sahakara Nagar,1201.0,2.0,3.0,80.0,1,2
12083,Electronic City,1615.0,3.0,2.0,97.0,0,3
12085,Budigere,1991.0,4.0,2.0,100.0,1,3
12086,Kasavanhalli,1377.0,2.0,2.0,80.0,1,2
12087,Cunningham Road,2880.0,3.0,2.0,560.0,1,3
12088,Laxmi Sagar Layout,1892.0,3.0,2.0,200.0,1,3
12089,Shivaji Nagar,2176.0,3.0,3.0,348.0,1,3
12090,Thanisandra,663.0,1.0,0.0,32.82,0,1
12091,Electronic City,1165.0,2.0,1.0,33.65,0,2
12092,Talaghattapura,3554.0,4.0,1.0,340.0,1,3
12093,Thanisandra,1260.0,2.0,1.0,45.5,1,2
12094,Volagerekallahalli,1095.0,2.0,1.0,39.0,1,2
12095,KR Garden,1050.0,2.0,2.0,65.0,1,2
12096,Seegehalli,1176.0,2.0,2.0,50.0,1,2
12097,Thanisandra,1801.0,3.0,2.0,115.0,1,3
12098,Whitefield,1315.0,2.0,3.0,55.0,1,2
12099,Parappana Agrahara,1194.0,2.0,2.0,46.0,1,2
12100,NRI Layout,2400.0,2.0,1.0,125.0,1,2
12101,Uttarahalli,1308.0,2.0,3.0,53.0,0,3
12102,Sarjapur  Road,4250.0,4.0,2.0,610.0,1,4
12103,Thanisandra,1806.0,6.0,2.0,116.0,1,3
12104,Thanisandra,3671.0,4.0,1.0,220.0,0,4
12105,Hoodi,2144.0,3.0,2.0,140.0,1,3
12106,Hoskote,1065.0,2.0,3.0,33.75,1,2
12107,Balagere,1205.0,2.0,1.0,67.0,0,2
12108,Uttarahalli,1160.0,2.0,2.0,40.58,1,2
12109,Kanaka Nagar,750.0,4.0,2.0,90.0,1,4
12110,Parappana Agrahara,1194.0,2.0,2.0,47.0,1,2
12111,mvj engineering college,1200.0,3.0,1.0,56.53,0,3
12112,2nd Phase Judicial Layout,1681.0,3.0,3.0,69.0,1,3
12113,Bommasandra Industrial Area,1130.0,2.0,1.0,32.64,0,2
12114,Iblur Village,3633.0,5.0,1.0,335.0,1,4
12115,Kanakpura Road,1843.0,3.0,2.0,90.0,1,3
12116,Bommasandra Industrial Area,1065.0,2.0,1.0,30.75,0,2
12117,Thubarahalli,1885.0,3.0,2.0,85.52,1,3
12118,R.T. Nagar,1500.0,2.0,2.0,45.0,1,2
12119,Panathur,1210.0,2.0,2.0,69.0,1,2
12120,TC Palaya,1126.0,2.0,1.0,39.4,1,2
12121,Rayasandra,1357.0,2.0,2.0,59.0,1,3
12122,Whitefield,1451.0,2.0,2.0,46.4,1,3
12123,Kodigehaali,1600.0,3.0,3.0,185.0,1,4
12124,Hennur Road,950.0,2.0,1.0,55.0,1,2
12125,Bellandur,960.0,2.0,2.0,48.0,1,2
12126,2nd Block Bel Layout,1625.0,3.0,3.0,92.0,1,3
12127,Kaggalipura,2200.0,4.0,1.0,150.0,0,3
12128,Ambalipura,1607.0,2.0,2.0,112.0,1,3
12129,Kanakpura Road,900.0,2.0,1.0,46.29,0,2
12130,Shree Ananth Nagar Layout,1080.0,2.0,2.0,38.0,1,2
12131,Cooke Town,2300.0,3.0,1.0,250.0,1,3
12132,Hosa Road,1708.0,3.0,0.0,64.05,1,4
12133,Yeshwanthpur,2500.0,5.0,2.0,185.0,1,6
12134,Bellandur,1690.0,2.0,2.0,116.0,1,3
12135,RR Layout,2100.0,3.0,0.0,145.0,1,5
12136,4th Block Koramangala,1269.0,2.0,2.0,97.0,1,2
12137,Haralur Road,1243.0,2.0,2.0,46.0,1,2
12138,Haralur Road,1890.0,3.0,2.0,84.0,1,3
12139,Electronic City Phase II,1165.0,2.0,1.0,33.64,0,2
12140,BTM Layout,1196.0,2.0,2.0,56.81,1,2
12141,Parappana Agrahara,1194.0,2.0,2.0,47.0,1,2
12142,Old Madras Road,1630.0,3.0,2.0,110.0,1,3
12143,Whitefield,1063.0,2.0,1.0,42.52,0,2
12144,Shikaripalya,1025.0,2.0,1.0,39.98,1,2
12145,Chikkabanavar,1067.0,2.0,1.0,38.0,1,2
12146,Kanakpura Road,1299.0,2.0,1.0,89.63,0,2
12147,Panathur,1343.0,2.0,1.0,76.0,0,2
12148,Electronics City Phase 1,1330.0,2.0,2.0,44.0,1,3
12149,Mallasandra,1524.0,2.0,3.0,72.0,1,3
12150,Lingadheeranahalli,2236.0,4.0,2.0,153.0,1,4
12152,Raja Rajashweri Nagar,1410.0,2.0,2.0,45.12,0,3
12153,Kothanur,1581.0,3.0,3.0,76.0,1,3
12154,Balagere,1205.0,2.0,1.0,79.0,1,2
12155,Thyagaraja Nagar,1270.0,2.0,2.0,95.25,1,3
12156,VHBCS Layout,1353.0,2.0,2.0,110.0,1,3
12157,Jinkethimmanahalli,1200.0,2.0,1.0,68.0,0,2
12158,basaveshwarnagar,1250.0,2.0,1.0,70.0,1,3
12159,Gopalapura,1950.2,3.0,2.0,261.0,0,3
12160,Sarjapur  Road,1157.0,2.0,1.0,69.0,0,3
12161,Kanakapura,825.0,1.0,0.0,35.475,0,1
12162,Sarjapur  Road,1000.0,2.0,2.0,40.0,1,2
12163,Yelahanka,602.0,1.0,1.0,33.0,0,1
12164,Malleshwaram,3000.0,4.0,0.0,900.0,1,5
12165,Hoodi,1108.0,2.0,0.0,66.46,0,2
12166,Thyagaraja Nagar,1040.0,2.0,1.0,68.0,1,2
12167,Sarjapur,1451.0,2.0,1.0,87.0,0,2
12168,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,1,2
12169,Kanakpura Road,850.0,1.0,1.0,37.32,0,1
12170,Gopalapura,2171.66,3.0,2.0,298.0,0,3
12171,Kanaka Nagar,900.0,2.0,1.0,40.0,1,2
12172,Kudlu,720.0,1.0,1.0,33.0,1,1
12173,Thanisandra,1573.0,3.0,2.0,115.0,1,3
12174,Sarjapur  Road,1026.0,2.0,1.0,60.8,1,2
12175,CV Raman Nagar,1400.0,2.0,2.0,78.0,1,3
12176,Electronic City Phase II,1400.0,2.0,2.0,40.44,0,3
12177,Banashankari Stage III,2100.0,3.0,1.0,147.0,1,4
12178,Sarjapur  Road,1150.0,2.0,1.0,48.5,1,2
12179,Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,1,3
12180,Malleshwaram,2400.0,3.0,2.0,380.0,1,3
12181,HRBR Layout,1200.0,3.0,2.0,240.0,1,3
12182,Kothanur,1790.0,3.0,2.0,105.0,1,3
12183,Ramagondanahalli,1125.0,2.0,2.0,75.0,1,2
12184,Hennur,1830.5,3.0,0.0,84.205,0,3
12185,Marathahalli,1100.0,2.0,1.0,50.0,1,2
12187,Banaswadi,1105.0,2.0,2.0,57.0,1,2
12188,Thanisandra,1110.0,2.0,2.0,46.5,1,2
12189,Dasanapura,708.0,1.0,1.0,41.0,1,1
12190,Kudlu,1027.0,2.0,2.0,44.0,1,2
12191,"Banashankari 3rd stage, Vivekanandanagar",1600.0,3.0,1.0,100.0,0,3
12192,Thigalarapalya,3122.0,6.0,2.0,250.0,1,4
12193,Sarjapur  Road,1205.0,2.0,2.0,37.0,1,2
12194,5th Phase JP Nagar,1450.0,2.0,2.0,73.0,1,3
12195,Thyagaraja Nagar,750.0,4.0,2.0,125.0,1,4
12196,Annaiah Reddy Layout,540.0,1.0,0.0,22.0,1,1
12197,Dasarahalli,1200.0,2.0,2.0,42.0,1,2
12198,Nagarbhavi,1200.0,5.0,1.0,260.0,1,5
12199,Kalena Agrahara,1837.0,2.0,2.0,95.0,1,3
12200,Whitefield,1346.0,2.0,1.0,76.01,0,2
12201,Balagere,1012.0,2.0,1.0,68.0,1,2
12202,Gopalapura,1950.2,3.0,2.0,193.0,0,3
12203,Atmananda Colony,1125.0,2.0,2.0,55.0,1,2
12204,Kaggadasapura,1500.0,2.0,2.0,60.0,1,3
12205,Harlur,1197.0,2.0,1.0,79.9,1,2
12206,Chandapura,1230.0,2.0,2.0,31.37,0,3
12207,BTM 2nd Stage,1100.0,2.0,2.0,47.0,1,2
12208,Channasandra Layout,1563.0,2.0,2.0,52.0,1,3
12209,4th Block Jayanagar,2240.0,4.0,1.0,700.0,1,7
12210,Hebbal Kempapura,3729.0,4.0,2.0,384.0,1,4
12211,Sarjapur  Road,1600.0,3.0,1.0,120.0,1,3
12212,Green Glen Layout,1715.0,3.0,3.0,120.0,1,3
12213,Bannerghatta Road,2400.0,4.0,1.0,180.0,1,4
12214,Ramagondanahalli,1151.0,2.0,2.0,42.5,0,2
12215,Banaswadi,1200.0,6.0,2.0,220.0,1,6
12216,Uttarahalli,1123.0,2.0,2.0,60.0,1,2
12217,Whitefield,1276.0,2.0,1.0,69.5,0,2
12218,Yelahanka,1315.0,2.0,3.0,77.0,1,2
12219,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,1,3
12220,R.T. Nagar,1325.0,2.0,2.0,52.0,1,2
12221,Varthur,1600.0,3.0,2.0,63.2,0,3
12222,Jakkur,1660.0,3.0,2.0,104.0,1,3
12223,Kodichikkanahalli,1299.0,2.0,3.0,58.0,1,2
12224,Haralur Road,953.0,2.0,1.0,90.0,1,2
12225,Gunjur,1457.0,2.0,3.0,60.0,1,2
12226,Varthur,1000.0,1.0,1.0,65.0,0,2
12227,Mallasandra,1100.0,2.0,3.0,76.3,1,3
12228,Yelahanka,1075.0,2.0,1.0,33.53,1,3
12229,Kanakpura Road,1450.0,3.0,3.0,51.0,1,3
12230,Iblur Village,5515.0,6.0,2.0,425.0,1,5
12231,Bellandur,950.0,1.0,1.0,40.0,1,1
12232,Basaveshwara Nagar,1200.0,3.0,1.0,180.0,1,5
12233,Amam Enclave Layout,1013.0,2.0,2.0,60.0,1,2
12234,Hennur Road,1140.0,2.0,2.0,56.0,1,2
12235,4th T block Jayanagar,2100.0,3.0,3.0,220.0,1,3
12236,Yelahanka,1430.0,3.0,1.0,61.0,1,3
12237,Ilyas Nagar,600.0,3.0,0.0,95.0,1,4
12238,Anantapura,1600.0,3.0,2.0,77.0,1,3
12239,Ayappa Nagar,1190.0,2.0,1.0,48.0,1,2
12240,Ashwath Nagar,1625.0,3.0,2.0,95.0,1,3
12241,Classic Paradise Layout,1210.0,2.0,2.0,53.0,1,2
12242,Lakshminarayana Pura,1615.0,3.0,2.0,150.0,1,3
12243,Kalena Agrahara,1180.0,2.0,2.0,85.0,1,2
12244,Nagasandra,1500.0,2.0,0.0,91.0,1,2
12245,Bellandur,850.0,2.0,1.0,45.0,1,2
12246,Kothanur,1130.0,2.0,2.0,55.0,1,2
12247,CV Raman Nagar,907.0,2.0,2.0,38.0,1,2
12248,HRBR Layout,1300.0,2.0,3.0,90.0,1,2
12249,Hennur Road,1891.0,3.0,1.0,110.0,1,3
12250,Hennur Road,1735.0,3.0,3.0,78.0,1,3
12251,Bisuvanahalli,1075.0,2.0,1.0,33.0,1,3
12253,Kumaraswami Layout,2040.0,4.0,3.0,123.0,1,7
12254,Uttarahalli,1590.0,3.0,2.0,57.0,1,3
12255,Jayanti Nagar,1600.0,5.0,2.0,140.0,1,5
12256,Doddakammanahalli,1160.0,2.0,3.0,55.0,1,2
12257,Tasker Town,930.0,1.0,1.0,55.0,1,2
12258,Devanahalli,1010.0,2.0,1.0,58.0,1,2
12259,Electronic City,1221.0,2.0,2.0,68.0,1,2
12260,Banashankari,2400.0,4.0,3.0,470.0,1,4
12261,Hoodi,1108.0,2.0,1.0,87.48,0,2
12262,Vidyaranyapura,1000.0,4.0,2.0,120.0,1,4
12263,Sarjapur  Road,1370.0,2.0,1.0,70.0,0,2
12264,Banashankari Stage V,920.0,2.0,1.0,41.5,1,2
12265,Bhoganhalli,1277.0,2.0,1.0,79.89,0,2
12266,Horamavu Agara,1213.0,2.0,2.0,38.1,0,2
12267,Singasandra,1653.0,3.0,2.0,85.0,1,3
12268,Sarjapur,2400.0,3.0,3.0,140.0,1,4
12269,1st Block Koramangala,3000.0,5.0,3.0,500.0,1,4
12270,Kothanur,1600.0,4.0,3.0,250.0,1,4
12272,Kanakpura Road,1570.0,3.0,2.0,68.0,1,3
12274,Nallurhalli,1053.0,2.0,3.0,44.0,1,2
12275,Hoysalanagar,1325.0,2.0,3.0,56.0,1,3
12276,manyata,1169.0,2.0,1.0,50.11,0,2
12277,Badavala Nagar,1274.0,2.0,1.0,90.0,0,2
12278,Whitefield,1317.0,2.0,2.0,52.0,1,2
12279,Lakshminarayana Pura,1195.0,2.0,1.0,75.0,1,2
12280,Whitefield,2858.0,4.0,0.0,137.0,0,4
12281,Kammasandra,940.0,2.0,2.0,35.0,1,2
12282,Budigere,1820.0,3.0,2.0,95.5,1,3
12283,Kanakpura Road,1450.0,3.0,3.0,53.6,1,3
12284,Whitefield,1615.0,3.0,0.0,96.9,1,3
12285,Nagarbhavi,2200.0,2.0,3.0,99.0,1,3
12286,Subramanyapura,985.0,2.0,1.0,62.5,1,2
12287,Electronics City Phase 1,1116.0,2.0,1.0,33.0,1,2
12288,Attibele,656.0,2.0,1.0,25.0,1,2
12289,Kaggadasapura,1105.0,2.0,1.0,39.5,1,2
12290,Whitefield,1220.0,2.0,1.0,55.0,1,2
12291,Hoodi,1400.0,3.0,2.0,74.0,1,3
12292,Bhuvaneswari Nagar,2400.0,3.0,0.0,185.0,1,4
12293,Anandapura,850.0,3.0,0.0,63.0,1,3
12294,Uttarahalli,1000.0,2.0,1.0,35.0,1,2
12295,Bannerghatta Road,1660.0,3.0,3.0,80.0,1,3
12296,Uttarahalli,1330.0,2.0,1.0,57.0,1,3
12297,Old Madras Road,1165.0,2.0,1.0,52.0,0,2
12298,Budigere,1153.0,2.0,2.0,56.0,1,2
12299,Bannerghatta Road,1270.0,2.0,2.0,45.0,1,2
12300,2nd Phase JP Nagar,1070.0,2.0,2.0,38.0,0,2
12302,Banashankari Stage III,1420.0,2.0,2.0,95.0,1,3
12303,Kothanur,1600.0,5.0,0.0,130.0,1,4
12304,Langford Town,2031.0,2.0,2.0,200.0,1,2
12305,Bellandur,1454.0,2.0,1.0,90.0,0,2
12306,Whitefield,1116.0,2.0,3.0,48.76,1,2
12307,Maruthi Sevanagar,2000.0,3.0,1.0,180.0,1,4
12308,Sarjapur  Road,1346.0,2.0,1.0,74.03,0,2
12309,Hessarghatta,1062.0,2.0,1.0,50.0,1,2
12310, Mysore Highway,700.0,1.0,1.0,25.5,1,1
12311,JP Nagar,1405.0,2.0,1.0,99.0,0,2
12312,Doddathoguru,1100.0,2.0,2.0,50.0,1,2
12313,Chikka Tirupathi,2153.0,4.0,3.0,120.0,1,3
12314,Kammagondahalli,1200.0,3.0,2.0,120.0,1,3
12315,Ulsoor,2135.0,3.0,2.0,170.0,1,3
12316,Uttarahalli,1125.0,2.0,1.0,47.0,1,2
12317,2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,1,3
12318,Pai Layout,1068.0,2.0,3.0,48.0,1,2
12319,Doddathoguru,940.0,2.0,1.0,32.9,1,2
12320,Hosa Road,1063.0,2.0,1.0,32.79,0,2
12321,Brookefield,1382.0,2.0,2.0,84.5,1,2
12322,Harlur,936.0,2.0,1.0,45.0,1,2
12323,KR Puram,1400.0,2.0,3.0,60.0,1,3
12324,Sarjapur  Road,475.0,1.0,1.0,26.0,0,1
12325,LIC Colony,1200.0,2.0,1.0,115.0,1,2
12326,Glass Factory Layout,1450.0,3.0,3.0,65.0,1,3
12327,Kudlu,1162.0,2.0,1.0,52.0,1,2
12328,Hosa Road,1161.0,2.0,1.0,48.75,0,2
12329,Green Glen Layout,1623.29,2.0,2.0,105.0,1,3
12330,Brookefield,1260.0,2.0,1.0,70.0,1,2
12331,Billekahalli,1672.0,3.0,2.0,190.0,1,4
12332,Seegehalli,3000.0,4.0,2.0,240.0,1,3
12333,Murugeshpalya,1500.0,2.0,0.0,70.0,1,3
12334,Budigere,705.0,1.0,0.0,34.545,0,1
12336,Dollars Colony,2000.0,3.0,3.0,200.0,1,3
12337,Thyagaraja Nagar,1675.0,1.0,0.0,241.0,1,1
12338,Electronic City,1200.0,3.0,2.0,150.0,1,3
12339,Nagarbhavi,1100.0,2.0,2.0,46.2,1,2
12340,Whitefield,1400.0,2.0,3.0,56.0,1,3
12341,Ramagondanahalli,2257.0,3.0,2.0,155.0,1,3
12342,Budigere,1153.0,2.0,2.0,56.5,1,2
12343,Sarjapur  Road,1197.0,2.0,1.0,56.86,1,2
12344,Siddapura,1150.0,2.0,2.0,90.0,1,2
12345,Akshayanagara East,595.0,1.0,1.0,40.0,0,1
12346,Hoodi,1837.0,3.0,1.0,110.0,0,3
12348,Bellandur,1830.0,3.0,3.0,91.86,1,3
12349,Green Glen Layout,1715.0,3.0,3.0,115.0,1,3
12350,Electronic City,970.0,2.0,1.0,35.0,1,2
12351,Hebbal Kempapura,1200.0,3.0,2.0,148.0,1,4
12352,NRI Layout,2700.0,5.0,1.0,95.75,1,4
12353,Siddapura,5480.0,4.0,2.0,400.0,1,3
12354,Vidyaranyapura,2400.0,5.0,1.0,135.0,1,4
12355,Sarjapur  Road,3040.0,4.0,2.0,135.0,1,4
12356,Raja Rajeshwari Nagar,1168.0,2.0,1.0,66.0,0,2
12357,Begur Road,1160.0,2.0,2.0,36.54,1,2
12358,Mallappa Layout,1500.0,3.0,2.0,75.0,1,3
12359,Kumaraswami Layout,600.0,2.0,1.0,72.0,1,2
12360,5th Phase JP Nagar,1200.0,7.0,3.0,250.0,1,8
12361,ITPL,850.0,2.0,1.0,25.4,0,2
12362,Ramamurthy Nagar,935.0,2.0,2.0,39.0,1,2
12363,Ullal Road,1200.0,5.0,1.0,235.0,1,5
12364,Doddaballapur,654.0,1.0,1.0,49.0,0,1
12365,Domlur,1650.0,3.0,1.0,180.0,1,3
12366,Dodsworth Layout,5656.0,5.0,0.0,499.0,1,3
12367,Vinayak Nagar,1300.0,2.0,1.0,33.0,1,2
12368,Kaggalipura,950.0,2.0,1.0,60.0,1,2
12369,Silk Board,1250.0,3.0,2.0,54.0,0,3
12370,Doddakallasandra,1072.0,2.0,1.0,42.87,1,2
12371,Ankappa Layout,1425.0,2.0,2.0,65.0,1,3
12372,Uttarahalli,1165.0,1.0,0.0,42.09,1,2
12373,Kathriguppe,1390.0,2.0,2.0,69.49,1,3
12374,Kalena Agrahara,1510.0,3.0,2.0,78.0,1,3
12375,Thanisandra,1305.0,2.0,2.0,90.0,1,2
12376,Vidyaranyapura,1200.0,6.0,2.0,170.0,1,6
12377,Kodigehaali,866.0,2.0,2.0,32.0,1,2
12378,Hulimavu,1231.0,2.0,1.0,84.5,1,2
12379,Sompura,1360.0,2.0,3.0,45.0,1,3
12380,Yeshwanthpur,2500.0,3.0,3.0,138.0,1,3
12381,Whitefield,1140.0,2.0,3.0,55.0,1,2
12382,Kanakpura Road,525.0,1.0,1.0,30.0,0,1
12383,Whitefield,1295.0,2.0,1.0,64.5,0,2
12384,Hormavu,1020.0,2.0,2.0,45.75,1,2
12386,Sidedahalli,1200.0,1.0,0.0,50.0,1,2
12387,Vidyaranyapura,1100.0,2.0,1.0,41.0,1,2
12388,Bannerghatta Road,4723.0,4.0,3.0,500.0,0,4
12389,Kothannur,820.0,2.0,2.0,37.0,1,2
12390,Sarjapur,3508.0,4.0,1.0,386.0,1,4
12391,Versova Layout,3700.0,4.0,2.0,400.0,1,4
12392,Kalena Agrahara,1354.0,2.0,2.0,70.0,1,2
12393,Basavangudi,2453.0,3.0,2.0,250.0,1,4
12394,Garudachar Palya,1154.0,2.0,1.0,51.8,1,2
12395,7th Phase JP Nagar,1680.0,2.0,3.0,92.0,1,3
12396,Electronics City Phase 1,1205.0,2.0,2.0,60.0,0,2
12397,Raja Rajeshwari Nagar,1400.0,2.0,2.0,86.0,1,3
12398,Doopanahalli,1625.0,3.0,1.0,150.0,1,3
12399,Electronic City,1500.0,3.0,1.0,73.0,1,3
12400,Bannerghatta Road,1520.0,2.0,3.0,80.0,1,3
12401,3rd Stage Raja Rajeshwari Nagar,1300.0,3.0,1.0,65.0,1,2
12402,Manayata Tech Park,1150.0,2.0,2.0,47.0,1,2
12403,Kadugodi,1762.0,3.0,3.0,109.0,0,3
12404,Budigere,1153.0,2.0,2.0,58.0,1,2
12405,Yelahanka,2650.0,4.0,1.0,223.0,1,4
12406,Sompura,1350.0,2.0,2.0,47.0,1,3
12407,Billekahalli,950.0,2.0,2.0,56.0,1,2
12408,Jakkur,3295.0,3.0,3.0,310.0,1,3
12409,Coconut Grove Layout,1515.0,3.0,3.0,80.5,1,3
12410,Neeladri Nagar,1100.0,2.0,2.0,30.0,1,2
12411,Byrasandra,1250.0,2.0,2.0,65.0,1,2
12412,HBR Layout,1200.0,2.0,0.0,120.0,1,2
12413,5th Phase JP Nagar,2500.0,8.0,3.0,95.0,1,7
12414,Hoskote,1200.0,4.0,2.0,100.0,1,4
12415,Yelahanka,1355.0,2.0,2.0,51.5,1,3
12416,Dominic Layout,1115.0,3.0,1.0,39.14,0,3
12417,8th Phase JP Nagar,1275.0,3.0,2.0,45.0,0,3
12418,Padmanabhanagar,2051.0,3.0,2.0,170.0,0,3
12419,BTM Layout,1470.0,2.0,2.0,99.0,1,3
12420,Silver Springs Layout,1550.0,2.0,3.0,70.0,1,3
12421,Bannerghatta Road,1270.0,2.0,1.0,73.0,1,3
12422,Bhoganhalli,2119.0,4.0,2.0,111.0,0,4
12423,Hebbal Kempapura,1600.0,3.0,3.0,170.0,1,3
12424,Kudlu Gate,1320.0,2.0,2.0,50.0,1,3
12426,Tejaswini Nagar,1410.0,2.0,1.0,54.0,1,3
12427,Whitefield,1200.0,2.0,3.0,70.0,1,2
12428,Chennammana Kere,1705.0,2.0,1.0,86.96,0,3
12429,Electronic City,995.0,2.0,1.0,48.0,1,2
12430,Horamavu Banaswadi,1081.0,2.0,1.0,52.0,1,2
12431,Parappana Agrahara,1194.0,2.0,2.0,46.0,1,2
12432,Sonnenahalli,605.0,1.0,1.0,30.24,0,1
12433,Yelahanka,567.0,1.0,1.0,25.0,1,1
12434,Rajaji Nagar,1718.0,3.0,2.0,275.0,1,2
12435,Banashankari Stage VI,1410.5,2.0,0.0,70.385,0,3
12436,2nd Stage Nagarbhavi,600.0,5.0,1.0,135.0,1,3
12437,Green Glen Layout,1715.0,3.0,2.0,105.0,1,3
12440,Bannerghatta Road,1846.0,3.0,2.0,120.0,1,3
12441,Coconut Garden,600.0,3.0,1.0,90.0,1,3
12442,Whitefield,1015.0,2.0,3.0,56.0,1,2
12444,Thanisandra,1100.0,2.0,1.0,36.0,1,2
12445,Thanisandra,1965.0,4.0,2.0,125.0,1,3
12446,NGR Layout,1021.0,2.0,2.0,45.9,1,2
12447,Haralur Road,1230.0,2.0,1.0,67.65,0,2
12448,Uttarahalli,1260.0,2.0,2.0,55.0,1,2
12449,Indira Nagar,2400.0,4.0,1.0,700.0,1,4
12450,Lingadheeranahalli,1894.0,4.0,1.0,114.0,1,3
12451,2nd Stage Nagarbhavi,1500.0,4.0,2.0,233.0,1,6
12452,Jakkur,1950.0,3.0,2.0,131.0,0,3
12453,Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,1,2
12454,Mahadevpura,1236.0,2.0,1.0,58.0,1,2
12455,R.T. Nagar,1800.0,3.0,0.0,120.0,1,4
12456,KAMAKIYA,1650.0,3.0,2.0,135.0,1,3
12457,Kirloskar Layout,750.0,3.0,1.0,88.0,1,5
12458,Begur,1443.0,2.0,2.0,70.0,1,3
12459,Ramamurthy Nagar,886.0,4.0,2.0,120.0,1,4
12460,Wheelers Road,925.0,2.0,1.0,68.0,1,2
12461,Chandapura,1305.0,3.0,1.0,33.28,0,3
12462,Alfa Garden Layout,1190.0,2.0,2.0,46.41,1,2
12463,Uttarahalli,1284.0,2.0,2.0,53.36,1,2
12464,MM Layout,350.0,3.0,1.0,45.0,1,4
12465,Palace Guttahalli,875.0,3.0,1.0,115.0,1,3
12466,Chikkalasandra,1325.0,2.0,1.0,59.0,1,2
12467,Sector 6 HSR Layout,2400.0,5.0,2.0,750.0,1,6
12468,Kudlu Gate,1183.0,2.0,1.0,79.54,0,2
12469,Rajiv Gandhi Nagar,1750.0,3.0,2.0,100.0,1,3
12470,Nagashetty Halli,16335.0,4.0,2.0,149.0,1,4
12471,Doddagubbi,747.0,1.0,2.0,27.0,1,1
12472,Electronic City,1342.0,2.0,1.0,90.0,1,2
12473,Motappa Layout,1113.0,2.0,1.0,52.0,1,2
12474,Devarabeesana Halli,1738.0,3.0,2.0,110.0,1,3
12476,Hebbal,2790.0,4.0,3.0,198.0,0,4
12477,Hebbal,1162.0,2.0,1.0,59.0,0,2
12478,Parappana Agrahara,1194.0,2.0,2.0,46.0,1,2
12479,Sarjapur  Road,1857.0,4.0,3.0,155.0,1,3
12481,Rajaji Nagar,1763.0,3.0,2.0,240.0,1,2
12482,Uttarahalli,1150.0,2.0,1.0,45.99,1,2
12483,Koramangala,2400.0,5.0,3.0,550.0,1,4
12484,Chikkalasandra,1290.0,2.0,2.0,72.0,1,2
12486,HBR Layout,900.0,2.0,1.0,145.0,1,2
